,Unnamed: 0,product_id,survey_id,p1,p2,y,a1,a2
0,0,2538111,358962738,0.05347642274337133,0.10071725530575941,0,0.3843620128102035,0.015179061912260094
1,1,3409581,358962738,0.07840445255859195,0.06250764657413697,0,0.1737818097496892,0.28768491918354333
2,2,3819246,358962738,0.06438514889746554,0.043426936395405596,0,0.28389597898399893,0.4814113117906206
3,3,3918030,358962738,0.11929426456350908,0.13159504541923567,0,-0.07414935043548657,-0.1482886437995692
4,4,6445648,358962738,0.2556154141929702,0.14186132555832495,0,-0.5801885864465522,-0.19574451147398036
5,5,7253682,358962738,0.04656696909778163,0.055163946232001666,1,0.4572773119429844,0.35545734195927325
6,6,7662326,358962738,0.10802503408962107,0.08874200046017665,0,-0.013788683833979312,0.08975522249879353
7,7,7821483,358962738,0.2742322938566892,0.37598584405495916,0,-0.6311904927708577,-0.8854547020709412
8,8,8556771,358962739,0.06453406144334435,0.17808383439113556,1,0.6087024401644936,-0.012309179461883146
9,9,8587406,358962739,0.09296249688188132,0.04491705253548655,0,0.3976293288670927,0.807853585770031
10,10,8612570,358962739,0.3112959040350917,0.3310607675402423,0,-0.4159936232154201,-0.4602554480963955
11,11,8659871,358962739,0.2446232024660888,0.21903152733139664,0,-0.2369051600950182,-0.1551369197454793
12,12,8729667,358962739,0.2865843351735937,0.22690681820173905,0,-0.3534329857211479,-0.1801520384662731
13,13,7535716,358962740,0.29875097172115606,0.06889897003249174,0,-0.5917456542834105,0.22544356484398795
14,14,7828354,358962740,0.10779594423856301,0.08751545976325194,0,0.0922092405031816,0.08817184287349986
15,15,8536492,358962740,0.08720067077923851,0.38155414464963266,0,0.21787668345778485,-0.9144299504388226
16,16,8619562,358962740,0.23639059143187202,0.23813308318558626,1,-0.4212684681545473,-0.5585985761046809
17,17,8782045,358962740,0.055938577941372705,0.00981968163262844,0,0.4663009268444722,1.1747426250789839
18,18,8821235,358962740,0.07596881589842581,0.07417547436487697,0,0.2970701866584742,0.18370325432149517
19,19,9045356,358962740,0.13795442798937202,0.13990318637153198,0,-0.060442915025955106,-0.19903276057446342
20,20,4417089,358962742,0.7865745159766476,0.6881305530975292,0,-1.0833241183918254,-0.9591418658814671
21,21,5036342,358962742,0.07009540729507847,0.035850506384241754,0,0.7697465022187033,1.1327584475315686
22,22,7135207,358962742,0.14333007672827394,0.276018940518229,1,0.31357761617312213,-0.17361658165010158
23,23,4758151,358963979,0.0719508558429618,0.04748534599463018,0,0.37010639092326103,0.6221624633421747
24,24,4779870,358963979,0.0523435679714712,0.09024364397169532,0,0.5464254363687147,0.26312993615452157
25,25,4829136,358963979,0.07914758894907,0.13849892581767143,0,0.3154150327655657,-7.435599844773932e-05
26,26,7246890,358963979,0.122103057346517,0.09131797306659646,0,0.05460640860271948,0.2561289116254127
27,27,7361653,358963979,0.278355826148365,0.35999720790152856,1,-0.5066758524592555,-0.6768299355504356
28,28,8240372,358963979,0.396099103741615,0.2724569032478781,0,-0.7798774162010057,-0.4645170195732259
29,29,382923,358963980,0.060015659746418246,0.08779265805227829,0,0.27403895639644527,0.07692486612139801
30,30,1500161,358963980,0.09612857160895712,0.08565509768230975,0,0.009512588193598195,0.09108709915258206
31,31,2436346,358963980,0.09579224576752432,0.07719699242527915,1,0.011557371329406985,0.15010772474382328
32,32,2464983,358963980,0.02257975786685788,0.035179772262377215,0,0.7626231821350606,0.5644184346777814
33,33,4801828,358963980,0.1018690523051619,0.08140773746665801,0,-0.02463184116240988,0.12009277577932503
34,34,6352900,358963980,0.09459623129236282,0.07924647010028657,0,0.018907090691618486,0.13533810934954954
35,35,6395118,358963980,0.2101893037330538,0.189429542951262,0,-0.4852407008950094,-0.3998359551753511
36,36,7300745,358963980,0.20097635578475284,0.20521533819720048,0,-0.45469702619896674,-0.45386747495051544
37,37,8495917,358963980,0.11785282189491089,0.15887639086234873,0,-0.1120696204897434,-0.2842655796985928
38,38,5056643,358963989,0.16616936229913887,0.21027356840912784,0,-0.37933491584392126,-0.5470028444772916
39,39,5721832,358963989,0.19900996970870882,0.0626687236222511,0,-0.5008388871528106,0.20684225214269064
40,40,6630536,358963989,0.004360817116222697,0.007059184082306392,0,1.4355843460589277,1.2481994056285268
41,41,6987980,358963989,0.014590200979594087,0.047106090158384135,0,0.9317560132032318,0.36218193580153807
42,42,7539783,358963989,0.14838949958069386,0.07649270677421827,0,-0.3053555324862375,0.09394773630141434
43,43,7562564,358963989,0.29883126310944375,0.47286400551334967,0,-0.7926676771115782,-1.1697789463916888
44,44,8084334,358963989,0.16864888720619786,0.12353572144036261,1,-0.3891433466676118,-0.19438953900518924
45,45,8698322,358971614,0.14611237410955785,0.06313361431311594,0,-0.4298541091227263,-0.14923505701315737
46,46,8770875,358971614,0.019360542427493684,0.001010137829009855,0,0.6463317721963479,1.5844024937566357
47,47,8930611,358971614,0.03179414400811597,0.0060851676446376105,0,0.41335514989610855,0.9316053097118828
48,48,8992507,358971614,0.05410657147953365,0.07373268824889452,0,0.14385546112210706,-0.2350146120137422
49,49,9024661,358971614,0.17874448234715085,0.2544427780881247,0,-0.5601811121107645,-1.017465832287996
50,50,9027379,358971614,0.018567858570812883,0.0030024308316783095,0,0.6652526952279678,1.2019156387297776
51,51,9060280,358971614,0.20655178120537881,0.1137542600236323,0,-0.657119710316521,-0.4875986003274475
52,52,9123304,358971614,0.07828589058598934,0.13291287223813875,0,-0.057575013144566825,-0.5833601183527756
53,53,9123305,358971614,0.15082785122927686,0.2091382668757463,1,-0.45003384884707015,-0.8799955955670007
54,54,9123306,358971614,0.07978715934630963,0.09807163388445193,0,-0.0682833096146427,-0.3989182640820201
55,55,9123307,358971614,0.03586134469038026,0.04471615002256986,0,0.35425202471376055,0.03366463744584369
56,56,4245145,358971615,0.07249079294450671,0.05096494921106713,0,0.08097593794405905,0.20461482907941206
57,57,5639530,358971615,0.08999408529169231,0.12094209367536025,1,-0.04155429407102301,-0.2854808435397438
58,58,6395117,358971615,0.031020700914514504,0.02050660678315125,0,0.5212740141482679,0.6518466064715739
59,59,7374498,358971615,0.14282252700523304,0.14779835271209468,0,-0.32021008437404996,-0.4108433331466025
60,60,7452801,358971615,0.03297392799723511,0.08739380856019513,0,0.4915076697401908,-0.09234873860897759
61,61,7684875,358971615,0.15771283304540704,0.19629468719575083,0,-0.38341186077229894,-0.5971645552550842
62,62,7691155,358971615,0.030410190892394905,0.06700191989614955,0,0.530905783141385,0.057373065223259884
63,63,7885672,358971615,0.22095712572196402,0.264481262747959,0,-0.6082837971818564,-0.8055542158024955
64,64,8259046,358971615,0.07387402948021542,0.014525636630181285,0,0.07045338140019033,0.8068119588083142
65,65,8639909,358971615,0.14774378670683702,0.030090682588091104,0,-0.34165674997486506,0.4707452267703435
66,66,19808,358971618,0.06412378368136232,0.0341975194017675,0,-0.04627177663260121,0.24419530334507275
67,67,5284712,358971618,0.007333129583777501,0.012069712730035558,0,0.9562431845994174,0.7197523214795328
68,68,5667996,358971618,0.08777276409282982,0.13499020816487178,1,-0.22084525967374433,-0.5125482123817303
69,69,5776298,358971618,0.016866323157041705,0.010817435491912887,0,0.6058189683608189,0.7660938827233073
70,70,6412769,358971618,0.08082494015023271,0.10341991754566793,0,-0.1740420860763398,-0.350897419287791
71,71,6412788,358971618,0.08682805200695001,0.08890169688501087,0,-0.2146658279338683,-0.2626942447562654
72,72,6468002,358971618,0.027052411234887802,0.025628917862928428,0,0.38968188058148,0.3828329896451407
73,73,6597866,358971618,0.061905128450034604,0.07867527469731786,0,-0.0272841961578716,-0.19318684375943707
74,74,7390421,358971618,0.04474868911753801,0.0284979328348062,0,0.14265218526364828,0.3325074045206876
75,75,7664406,358971618,0.06389231316587261,0.07328039871807325,0,-0.04430701207639565,-0.15347305407460735
76,76,7756793,358971618,0.04503698396183901,0.06618874722922742,0,0.1393934018803161,-0.09741213230170104
77,77,8181510,358971618,0.21750451186541503,0.3053349946586387,0,-0.7882981723646418,-1.0672264832109664
78,78,8844904,358971618,0.19611096953221901,0.03799724377974167,0,-0.7180752897702181,0.1920564880587571
79,79,1245096,358974001,0.0682723143216052,0.050766197677600315,0,0.02590473448104158,0.1502772317748822
